,tweet_id,retweet_count,favorite_count
204,850380195714523136,2335,12097
205,850333567704068097,301,3196
206,850145622816686080,3402,15070
207,850019790995546112,4382,18811
208,849776966551130114,6832,27954
209,849668094696017920,4455,0
210,849412302885593088,2836,14694
211,849336543269576704,1695,10569
212,849051919805034497,7643,39076
213,848690551926992896,3933,23308
214,848324959059550208,4167,22870
215,848213670039564288,646,7548
216,848212111729840128,2722,15059
217,847978865427394560,2929,0
218,847971574464610304,396,0
219,847962785489326080,4588,21766
220,847842811428974592,1193,5022
221,847617282490613760,376,6475
222,847606175596138505,3096,17379
223,847251039262605312,3925,19005
224,847157206088847362,5265,18407
225,847116187444137987,2881,19903
226,846874817362120707,3556,18655
227,846514051647705089,10408,41277
228,846505985330044928,2766,13096
229,846153765933735936,8190,29145
230,846139713627017216,9180,28861
231,846042936437604353,2595,14843
232,845812042753855489,7886,27076
233,845677943972139009,4389,23483
234,845397057150107648,1622,7098
235,845306882940190720,4871,21666
236,845098359547420673,6955,0
237,844979544864018432,2318,12700
238,844973813909606400,2861,13955
239,844580511645339650,2822,15313
240,844223788422217728,1994,12721
241,843981021012017153,2703,14154
242,843856843873095681,4176,19998
243,843604394117681152,2485,15739
244,843235543001513987,5430,20013
245,842846295480000512,3319,14245
246,842765311967449089,1177,6304
247,842535590457499648,3191,16951
248,842163532590374912,5274,22782
249,842115215311396866,2764,13061
250,841833993020538882,13606,0
251,841680585030541313,7173,24081
252,841439858740625411,3340,11761
253,841320156043304961,5031,18448
254,841314665196081154,4246,14777
255,841077006473256960,4896,21375
256,840761248237133825,1622,0
257,840728873075638272,14625,0
258,840698636975636481,2,165
259,840696689258311684,892,11505
260,840632337062862849,1622,8443
261,840370681858686976,4188,15352
262,840268004936019968,5234,17939
263,839990271299457024,2073,12562
264,839549326359670784,7091,25633
265,839290600511926273,133,0
266,839239871831150596,5957,25276
267,838952994649550848,3668,18411
268,838921590096166913,1859,10440
269,838916489579200512,31,0
270,838831947270979586,10059,0
271,838561493054533637,1234,10267
272,838476387338051585,4355,21021
273,838201503651401729,9228,0
274,838150277551247360,304,1570
275,838085839343206401,1,133
276,838083903487373313,2851,16499
277,837820167694528512,7172,31893
278,837482249356513284,409,3616
279,837471256429613056,2065,12010
280,837110210464448512,2186,15090
281,836989968035819520,2121,11980
282,836753516572119041,4272,18169
283,836677758902222849,2028,11847
284,836648853927522308,509,0
285,836397794269200385,25146,0
286,836380477523124226,2750,13931
287,836260088725786625,3989,19990
288,836001077879255040,3903,17939
289,835685285446955009,7440,0
290,835574547218894849,3307,16693
291,835536468978302976,1548,0
292,835309094223372289,19215,0
293,835297930240217089,2748,15466
294,835264098648616962,1548,7251
295,835246439529840640,63,1992
296,835172783151792128,5308,24619
297,835152434251116546,2765,20991
298,834931633769889797,1496,10126
299,834786237630337024,5118,20257
300,834574053763584002,2319,12838
301,834477809192075265,9794,0
302,834458053273591808,1553,9049
303,834209720923721728,4340,19294
304,834167344700198914,3372,14864
305,834089966724603904,1971,9465
306,834086379323871233,2045,12268
307,833863086058651648,2216,12650
308,833826103416520705,3495,17104
309,833732339549220864,205,0
310,833722901757046785,3005,19727
311,833479644947025920,1895,14041
312,833124694597443584,4455,19023
313,832998151111966721,2026,12461
314,832769181346996225,38,0
315,832757312314028032,3328,15881
316,832682457690300417,2670,11166
317,832645525019123713,485,2745
318,832636094638288896,2570,14936
319,832397543355072512,2040,11259
320,832369877331693569,2929,16113
321,832273440279240704,2150,10669
322,832215909146226688,5738,0
323,832215726631055365,8604,0
324,832088576586297345,2,59
325,832040443403784192,8842,0
326,832032802820481025,4309,16799
327,831939777352105988,5669,22510
328,831926988323639298,34,319
329,831911600680497154,5994,25891
330,831670449226514432,1690,9813
331,831650051525054464,1790,6694
332,831552930092285952,2165,8473
333,831322785565769729,1447,8765
334,831315979191906304,1040,6182
335,831309418084069378,2275,11112
336,831262627380748289,1895,11190
337,830956169170665475,1379,7527
338,830583320585068544,15442,62546
339,830173239259324417,5255,0
340,830097400375152640,2706,9184
341,829878982036299777,4617,0
342,829861396166877184,1797,11546
343,829501995190984704,9794,29928
344,829449946868879360,1864,9898
345,829141528400556032,6785,22942
346,829011960981237760,15137,50337
347,828801551087042563,3169,0
348,828770345708580865,5407,24134
349,828708714936930305,10351,34316
350,828650029636317184,1243,8968
351,828409743546925057,1082,6051
352,828408677031882754,1189,7263
353,828381636999917570,2065,11890
354,828376505180889089,996,6992
355,828372645993398273,2730,11884
356,828361771580813312,165,2073
357,828046555563323392,2660,11071
358,828011680017821696,1999,9786
359,827933404142436356,4843,18879
360,827653905312006145,2798,14611
361,827600520311402496,865,7064
362,827324948884643840,2812,14969
363,827199976799354881,2064,10011
364,826958653328592898,4617,20342
365,826848821049180160,9356,34080
366,826615380357632002,3686,0
367,826598799820865537,230,4865
368,826598365270007810,2183,9460
369,826476773533745153,3896,17394
370,826204788643753985,856,4602
371,826115272272650244,2875,14752
372,825876512159186944,1738,9930
373,825829644528148480,2338,12034
374,825535076884762624,16367,54012
375,825147591692263424,4190,17275
376,825120256414846976,1168,0
377,825026590719483904,1168,5915
378,824796380199809024,5108,0
379,824775126675836928,3278,14073
380,824663926340194305,1649,9946
381,824325613288833024,9898,11188
382,824297048279236611,3572,14238
383,824025158776213504,558,4582
384,823939628516474880,2541,10062
385,823719002937630720,10371,0
386,823699002998870016,2336,13222
387,823581115634085888,2448,12280
388,823333489516937216,22,662
389,823322678127919110,3720,14840
390,823269594223824897,9241,0
391,822975315408461824,3200,16382
392,822872901745569793,39940,124162
393,822859134160621569,2111,12466
394,822647212903690241,5959,0
395,822610361945911296,2736,13983
396,822489057087389700,5959,17131
397,822462944365645825,13164,26332
398,822244816520155136,9241,33128
399,822163064745328640,4385,0
400,821886076407029760,2144,10682
401,821813639212650496,3127,0
402,821765923262631936,1557,7910
403,821522889702862852,1633,7576
404,821421320206483457,5131,0
405,821407182352777218,3997,11112
406,821153421864615936,9,236
407,821149554670182400,1826,8116
408,821107785811234820,1975,9079
409,821044531881721856,2127,11970
410,820837357901512704,6246,0
411,820749716845686786,9228,29856
412,820690176645140481,3004,11594
413,820494788566847489,523,0
414,820446719150292993,2396,0
415,820314633777061888,523,3163
416,820078625395449857,5798,18664
417,820013781606658049,1082,0
418,819952236453363712,1082,5019
419,819924195358416896,4550,12245
420,819711362133872643,2878,12628
421,819588359383371776,1870,9166
422,819347104292290561,1116,6849
423,819238181065359361,379,2141
424,819227688460238848,6246,21805
425,819015337530290176,34559,0
426,819015331746349057,17806,0
427,819006400881917954,17806,43058
428,819004803107983360,34559,82731
429,818646164899774465,19466,0
430,818627210458333184,7063,21242
431,818614493328580609,2355,9312
432,818588835076603904,5700,0
433,818536468981415936,2274,10282
434,818307523543449600,7470,0
435,818259473185828864,2088,10425
436,818145370475810820,2370,11625
437,817908911860748288,741,4610
438,817827839487737858,25146,48673
439,817777686764523521,2521,10230
440,817536400337801217,2731,11134
441,817502432452313088,3146,0
442,817423860136083457,13606,31889
443,817415592588222464,890,5300
444,817181837579653120,7875,0
445,817171292965273600,1871,8317
446,817120970343411712,2415,11551
447,817056546584727552,1519,8146
448,816829038950027264,4396,0
449,816816676327063552,1898,9486
450,816697700272001025,2059,9250
451,816450570814898180,7470,28732
452,816336735214911488,1804,8171
453,816091915477250048,1991,8485
454,816062466425819140,944,0
455,816014286006976512,4888,0
456,815990720817401858,944,4692
457,815966073409433600,7875,21149
458,815745968457060357,3862,0
459,815736392542261248,2122,9315
460,815639385530101762,1555,7828
461,815390420867969024,3573,9833
462,814986499976527872,1187,7259
463,814638523311648768,2527,10699
464,814578408554463233,5465,0
465,814530161257443328,1742,8221
466,814153002265309185,8116,27279
467,813944609378369540,2960,0
468,813910438903693312,1735,8860
469,813812741911748608,13044,34660
470,813800681631023104,1650,7885
471,813217897535406080,6852,17704
472,813202720496779264,1707,8776
473,813187593374461952,4048,18849
474,813172488309972993,1809,8815
475,813157409116065792,2067,7385
476,813142292504645637,2245,8090
477,813130366689148928,418,4264
478,813127251579564032,2924,11217
479,813112105746448384,2572,9800
480,813096984823349248,3391,10044
481,813081950185472002,2598,9426
482,813066809284972545,1830,7546
483,813051746834595840,6867,19932
484,812781120811126785,1787,7160
485,812709060537683968,1353,6296
486,812503143955202048,1148,5745
487,812466873996607488,1802,7578
488,812372279581671427,3427,12947
489,811985624773361665,1312,6919
490,811744202451197953,1479,7165
491,811647686436880384,682,5323
492,811627233043480576,2856,12084
493,811386762094317568,5989,19877
494,810984652412424192,1334,5061
495,810896069567610880,1646,8551
496,810657578271330305,2471,10435
497,810284430598270976,10503,33349
498,810254108431155201,3169,13987
499,809920764300447744,3686,14793
500,809808892968534016,4584,0
501,809448704142938112,1371,6614
502,809220051211603969,5255,18907
503,809084759137812480,3307,12572
504,808838249661788160,2868,9649
505,808733504066486276,2034,7515
506,808501579447930884,2456,10763
507,808344865868283904,19466,40241
508,808134635716833280,5526,0
509,808106460588765185,2071,8394
510,808001312164028416,3318,11863
511,807621403335917568,3392,13871
512,807106840509214720,51714,111749
513,807059379405148160,6898,0
514,807010152071229440,3638,12487
515,806629075125202948,32411,70676
516,806620845233815552,5150,0
517,806576416489959424,1826,4665
518,806542213899489280,2218,9745
519,806242860592926720,10894,0
520,806219024703037440,1134,6140
521,805958939288408065,5020,0
522,805932879469572096,1803,7892
523,805826884734976000,1717,6247
524,805823200554876929,7484,0
525,805520635690676224,1552,5487
526,805487436403003392,2382,8358
527,805207613751304193,1629,7485
528,804738756058218496,3604,13004
529,804475857670639616,1892,5851
530,804413760345620481,3013,0
531,804026241225523202,15071,42106
532,803773340896923648,2591,9567
533,803692223237865472,6933,0
534,803638050916102144,3887,10387
535,803380650405482500,1770,7400
536,803321560782307329,4963,0
537,803276597545603072,2301,9564
538,802952499103731712,1875,8585
539,802624713319034886,2728,0
540,802600418706604034,1385,6770
541,802572683846291456,2360,8525
542,802323869084381190,5488,15355
543,802265048156610565,1299,6627
544,802239329049477120,2460,8656
545,802185808107208704,251,0
546,801958328846974976,1598,7370
547,801854953262350336,219,1726
548,801538201127157760,1954,7825
549,801285448605831168,773,5748
550,801167903437357056,5526,23203
551,801127390143516673,3703,0
552,801115127852503040,1986,7685
553,800859414831898624,91,647
554,800855607700029440,1520,0
555,800751577355128832,2638,10098
556,800513324630806528,2834,12509
557,800459316964663297,2063,9053
558,800443802682937345,4030,0
559,800388270626521089,2638,10630
560,800188575492947969,3698,0
561,800141422401830912,2396,14524
562,800018252395122689,12337,26936
563,799774291445383169,4376,0
564,799757965289017345,2005,7983
565,799422933579902976,1801,7693
566,799308762079035393,5095,0
567,799297110730567681,2569,9395
568,799063482566066176,2342,7699
569,798933969379225600,4162,12437
570,798925684722855936,1363,7163
571,798705661114773508,6225,0
572,798701998996647937,7258,0
573,798697898615730177,6104,0
574,798694562394996736,4645,0
575,798686750113755136,2181,0
576,798682547630837760,4438,0
577,798673117451325440,5228,0
578,798665375516884993,3679,0
579,798644042770751489,1747,0
580,798628517273620480,1867,0
581,798585098161549313,5279,0
582,798576900688019456,5492,0
583,798340744599797760,3143,0
584,798209839306514432,2425,9931
585,797971864723324932,2893,10968
586,797545162159308800,4623,13892
587,797236660651966464,6168,18955
588,797165961484890113,24,214
589,796904159865868288,8360,0
590,796865951799083009,1830,7322
591,796759840936919040,2838,11220
592,796563435802726400,6755,0
593,796484825502875648,1654,7194
594,796387464403357696,3895,10471
595,796177847564038144,13391,0
596,796149749086875649,13391,30557
597,796125600683540480,1686,4739
598,796116448414461957,2254,8652
599,796080075804475393,2173,8028
600,796031486298386433,3505,10284
601,795464331001561088,22000,46850
602,795400264262053889,2688,9522
603,795076730285391872,5108,15358
604,794983741416415232,3162,0
605,794926597468000259,2164,9694
606,794355576146903043,9674,0
607,794332329137291264,2541,9144
608,794205286408003585,3117,8780
609,793962221541933056,4584,15922
610,793845145112371200,1750,8783
611,793614319594401792,2932,0
612,793601777308463104,1519,7589
613,793500921481273345,2237,10137
614,793286476301799424,8604,23370
615,793271401113350145,2250,8263
616,793256262322548741,7814,18957
617,793241302385262592,3082,10003
618,793226087023144960,2721,9294
619,793210959003287553,2614,8489
620,793195938047070209,5282,14470
621,793180763617361921,1867,6575
622,793165685325201412,2631,8915
623,793150605191548928,1598,5860
624,793135492858580992,2363,6092
625,793120401413079041,3693,12039
626,792913359805018113,3719,13617
627,792883833364439040,4008,10723
628,792773781206999040,1574,7007
629,792394556390137856,4020,12742
630,792050063153438720,1674,6784
631,791821351946420224,19733,0
632,791784077045166082,8915,0
633,791780927877898241,3563,0
634,791774931465953280,20791,42812
635,791672322847637504,2932,11161
636,791406955684368384,3862,12497
637,791312159183634433,2369,8330
638,791026214425268224,3822,0
639,790987426131050500,1992,9316
640,790946055508652032,4396,15878
641,790723298204217344,2148,0
642,790698755171364864,1809,7811
643,790581949425475584,6656,19589
644,790337589677002753,1770,7426
645,790277117346975746,2960,11916
646,790227638568808452,3316,0
647,789986466051088384,2148,8813
648,789960241177853952,3841,0
649,789903600034189313,3889,9799
650,789628658055020548,1652,7088
651,789599242079838210,1797,6387
652,789530877013393408,3162,11098
653,789314372632018944,2141,8204
654,789280767834746880,4594,0
655,789268448748703744,2450,8672
656,789137962068021249,2610,9232
657,788908386943430656,11723,26100
658,788765914992902144,9674,25932
659,788552643979468800,6672,0
660,788412144018661376,4934,14743
661,788178268662984705,1981,6909
662,788150585577050112,1202,5796
663,788070120937619456,3217,0
664,788039637453406209,1231,5803
665,787717603741622272,2589,9715
666,787397959788929025,2670,10346
667,787322443945877504,1628,7406
668,787111942498508800,6302,0
669,786963064373534720,7440,25307
670,786729988674449408,2277,0
671,786709082849828864,5738,17383
672,786664955043049472,2368,10059
673,786595970293370880,2922,8991
674,786363235746385920,3223,10289
675,786286427768250368,2651,7568
676,786233965241827333,4385,14422
677,786051337297522688,148,1355
678,786036967502913536,6507,0
679,785927819176054784,2993,10825
680,785872687017132033,1674,6351
681,785639753186217984,2106,7465
682,785533386513321988,1843,8604
683,785515384317313025,1166,5800
684,785264754247995392,1520,6913
685,785170936622350336,4505,11388
686,784826020293709826,3013,9585
687,784517518371221505,2369,8504
688,784431430411685888,1184,5451
689,784183165795655680,7484,18981
690,784057939640352768,10371,28137
691,783839966405230592,10059,28424
692,783821107061198850,1830,6996
693,783695101801398276,2992,9882
694,783466772167098368,2077,7990
695,783391753726550016,5099,16014
696,783347506784731136,5151,0
697,783334639985389568,10894,27519
698,783085703974514689,2022,7744
699,782969140009107456,6898,22840
700,782747134529531904,1319,7077
701,782722598790725632,5020,16312
702,782598640137187329,1768,7388
703,782305867769217024,5131,15728
704,782021823840026624,5744,0
705,781955203444699136,3141,10580
706,781661882474196992,2529,9889
707,781655249211752448,1053,3787
708,781524693396357120,5150,19607
709,781308096455073793,2385,6755
710,781251288990355457,1931,7927
711,781163403222056960,2584,9284
712,780931614150983680,6755,20501
713,780858289093574656,1868,6810
714,780800785462489090,1202,5196
715,780601303617732608,3127,11434
716,780543529827336192,1628,5954
717,780496263422808064,3428,0
718,780476555013349377,103,0
719,780459368902959104,1005,5002
720,780192070812196864,2091,8224
721,780092040432480260,2139,0
722,780074436359819264,4575,11436
723,779834332596887552,6507,17776
724,779377524342161408,2892,8262
725,779124354206535695,17038,0
726,779056095788752897,4215,13914
727,778990705243029504,6663,18767
728,778774459159379968,9165,0
729,778764940568104960,338,823
730,778748913645780993,1208,6467
731,778650543019483137,1393,5429
732,778624900596654080,943,4346
733,778408200802557953,4011,12876
734,778396591732486144,11350,0
735,778383385161035776,1019,5508
736,778286810187399168,3065,9747
737,778039087836069888,2469,7997
738,778027034220126208,1494,6203
739,777953400541634568,3273,0
740,777885040357281792,1517,5999
741,777684233540206592,2728,10632
742,777641927919427584,3924,0
743,777621514455814149,2344,8229
744,777189768882946048,3988,13336
745,776819012571455488,12619,0
746,776813020089548800,1114,4608
747,776477788987613185,2562,8256
748,776249906839351296,8473,0
749,776218204058357768,14746,28130
750,776201521193218049,2337,9035
751,776113305656188928,4030,11128
752,776088319444877312,141,1717
753,775898661951791106,15549,0
754,775842724423557120,2466,11044
755,775733305207554048,3703,13094
756,775729183532220416,4282,12282
757,775364825476165632,2717,6953
758,775350846108426240,3629,9587
759,775085132600442880,4376,14635
760,774757898236878852,1656,8142
761,774639387460112384,1616,6368
762,774314403806253056,5095,20564
763,773985732834758656,3589,10171
764,773922284943896577,1629,6064
765,773704687002451968,1498,6242
766,773670353721753600,1225,5060
767,773547596996571136,5700,20836
768,773336787167145985,4677,0
769,773308824254029826,6955,22000
770,773247561583001600,3008,8891
771,773191612633579521,3809,9401
772,772877495989305348,3581,8055
773,772826264096874500,2212,7574
774,772615324260794368,3122,0
775,772581559778025472,1588,6118
776,772193107915964416,1291,5686
777,772152991789019136,1054,3596
778,772117678702071809,688,3556
779,772114945936949249,440,2585
780,772102971039580160,866,3777
781,771908950375665664,1758,6194
782,771770456517009408,3143,11299
783,771500966810099713,2423,7782
784,771380798096281600,4677,9925
785,771171053431250945,6903,0
786,771136648247640064,2711,8618
787,771102124360998913,1337,5869
788,771014301343748096,1539,6492
789,770787852854652928,1105,4625
790,770772759874076672,1328,4894
791,770655142660169732,1670,6932
792,770414278348247044,1928,5952
793,770293558247038976,1357,5859
794,770093767776997377,2818,0
795,770069151037685760,2127,7154
796,769940425801170949,8842,29322
797,769695466921623552,1564,6050
798,769335591808995329,7135,0
799,769212283578875904,1601,5089
800,768970937022709760,6006,13417
801,768909767477751808,2444,0
802,768855141948723200,827,3941
803,768609597686943744,1099,3864
804,768596291618299904,1189,4739
805,768554158521745409,5390,0
806,768473857036525572,3163,12787
807,768193404517830656,3273,10205
808,767884188863397888,1266,4473
809,767754930266464257,4963,15001
810,767500508068192258,2152,7066
811,767191397493538821,3481,11553
812,767122157629476866,2652,9563
813,766793450729734144,1260,4755
814,766714921925144576,348,2466
815,766693177336135680,730,3800
816,766423258543644672,1459,5646
817,766313316352462849,1735,6349
818,766078092750233600,2424,0
819,766069199026450432,778,3952
820,766008592277377025,461,3544
821,765719909049503744,1997,6812
822,765669560888528897,1133,4860
823,765395769549590528,3119,25139
824,765371061932261376,2007,6686
825,765222098633691136,3122,10943
826,764857477905154048,1650,6091
827,764259802650378240,1395,5649
828,763956972077010945,50,734
829,763837565564780549,3822,11780
830,763183847194451968,1359,5066
831,763167063695355904,2755,0
832,763103485927849985,2125,6942
833,762699858130116608,3316,11377
834,762471784394268675,5926,10525
835,762464539388485633,3841,9659
836,762316489655476224,1030,4508
837,762035686371364864,14317,29852
838,761976711479193600,1830,5052
839,761750502866649088,3590,0
840,761745352076779520,794,4027
841,761672994376806400,26778,46327
842,761599872357261312,1102,3889
843,761371037149827077,16673,0
844,761334018830917632,1342,4838
845,761292947749015552,1001,4200
846,761227390836215808,1447,5010
847,761004547850530816,3217,10660
848,760893934457552897,890,3578
849,760656994973933572,1753,6187
850,760641137271070720,1190,4685
851,760539183865880579,3349,7086
852,760521673607086080,1288,3929
853,760290219849637889,10582,25113
854,760252756032651264,798,3714
855,760190180481531904,1655,5362
856,760153949710192640,28,0
857,759943073749200896,1934,5541
858,759846353224826880,1801,6300
859,759793422261743616,1764,5591
860,759557299618865152,1106,4408
861,759447681597108224,2277,7954
862,759446261539934208,454,1566
863,759197388317847553,1804,5706
864,759159934323924993,1068,0
865,759099523532779520,3829,13645
866,759047813560868866,1852,6082
867,758854675097526272,843,3331
868,758828659922702336,3559,10493
869,758740312047005698,1500,5386
870,758474966123810816,918,3566
871,758467244762497024,2031,4482
872,758405701903519748,1767,4884
873,758355060040593408,967,3163
874,758099635764359168,9165,17752
875,758041019896193024,339,2538
876,757741869644341248,3031,6433
877,757729163776290825,7216,0
878,757725642876129280,1114,4259
879,757611664640446465,1011,4298
880,757597904299253760,278,0
881,757596066325864448,959,4080
882,757400162377592832,6331,14162
883,757393109802180609,1580,5456
884,757354760399941633,1302,4218
885,756998049151549440,1836,5882
886,756939218950160384,1843,6230
887,756651752796094464,1193,4709
888,756526248105566208,3306,9727
889,756303284449767430,1006,3707
890,756288534030475264,16338,41254
891,756275833623502848,1408,5988
892,755955933503782912,2635,6835
893,755206590534418437,4916,15329
894,755110668769038337,10201,19777
895,754874841593970688,7254,0
896,754856583969079297,2312,6457
897,754747087846248448,478,2424
898,754482103782404096,1794,4943
899,754449512966619136,673,3512
900,754120377874386944,2164,7407
901,753655901052166144,1998,5465
902,753420520834629632,3240,7361
903,753398408988139520,1734,5364
904,753375668877008896,2139,7157
905,753298634498793472,5216,0
906,753294487569522689,961,3132
907,753039830821511168,19215,34639
908,753026973505581056,879,3661
909,752932432744185856,6302,11777
910,752917284578922496,1444,6515
911,752701944171524096,2622,0
912,752682090207055872,1463,5615
913,752660715232722944,1425,4085
914,752568224206688256,2090,5122
915,752519690950500352,3157,6872
916,752334515931054080,1010,3599
917,752309394570878976,14914,0
918,752173152931807232,1674,5555
919,751950017322246144,832,2855
920,751937170840121344,1202,4842
921,751830394383790080,1791,5448
922,751793661361422336,2622,5404
923,751598357617971201,2834,7423
924,751583847268179968,1006,4113
925,751538714308972544,1149,4730
926,751456908746354688,925,3016
927,751251247299190784,5398,11750
928,751205363882532864,1668,5914
929,751132876104687617,1188,4734
930,750868782890057730,1252,4473
931,750719632563142656,4594,12278
932,750506206503038976,1056,4145
933,750429297815552001,3924,12315
934,750383411068534784,1042,4272
935,750381685133418496,27,670
936,750147208377409536,877,2917
937,750132105863102464,1184,3378
938,750117059602808832,1213,4059
939,750101899009982464,777,2853
940,750086836815486976,493,2028
941,750071704093859840,3038,7262
942,750056684286914561,822,2961
943,750041628174217216,568,2971
944,750026558547456000,721,2536
945,750011400160841729,821,3018
946,749996283729883136,758,2838
947,749981277374128128,2279,4787
