,tweet_id,timestamp,dog_stage,retweet_count,favorite_count,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,valid_numerator,valid_denominator,like_category
38,884562892145688576,2017-07-11 00:00:02+00:00,,3913,21334,1.0,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,13,10,less likes
39,884441805382717440,2017-07-10 15:58:53+00:00,,4793,23874,1.0,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,14,10,less likes
40,884162670584377345,2017-07-09 21:29:42+00:00,doggo,2506,17948,1.0,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,12,10,less likes
41,884162670584377345,2017-07-09 21:29:42+00:00,,2506,17948,1.0,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,12,10,less likes
42,883838122936631299,2017-07-09 00:00:04+00:00,,2865,19180,1.0,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,12,10,less likes
43,883482846933004288,2017-07-08 00:28:19+00:00,,8274,40221,1.0,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,5,10,less likes
44,883360690899218434,2017-07-07 16:22:55+00:00,,3084,19961,1.0,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,13,10,less likes
45,883360690899218434,2017-07-07 16:22:55+00:00,floofer,3084,19961,1.0,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,13,10,less likes
46,883117836046086144,2017-07-07 00:17:54+00:00,,5538,32527,2.0,golden_retriever,0.949562,True,Labrador_retriever,0.0459479,True,kuvasz,0.00247094,True,13,10,less likes
47,882992080364220416,2017-07-06 15:58:11+00:00,,3248,20993,1.0,Eskimo_dog,0.4667779999999999,True,Siberian_husky,0.406044,True,dingo,0.0734143999999999,False,13,10,less likes
48,882762694511734784,2017-07-06 00:46:41+00:00,,4099,24808,1.0,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.0155793999999999,True,12,10,less likes
49,882762694511734784,2017-07-06 00:46:41+00:00,pupper,4099,24808,1.0,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.0155793999999999,True,12,10,less likes
50,882627270321602560,2017-07-05 15:48:34+00:00,,5064,24612,1.0,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,13,10,less likes
51,882268110199369728,2017-07-04 16:01:23+00:00,,9636,39213,1.0,golden_retriever,0.762211,True,Labrador_retriever,0.0989848999999999,True,cocker_spaniel,0.0171995,True,13,10,less likes
52,882045870035918850,2017-07-04 01:18:17+00:00,,4084,25740,1.0,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,13,10,less likes
53,881906580714921986,2017-07-03 16:04:48+00:00,,2855,21453,1.0,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.127017,False,12,10,less likes
54,881666595344535552,2017-07-03 00:11:11+00:00,,8964,44575,1.0,Saluki,0.529012,True,Afghan_hound,0.250003,True,golden_retriever,0.160739,True,13,10,less likes
55,881536004380872706,2017-07-02 15:32:16+00:00,,13404,43469,1.0,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,14,10,less likes
56,881536004380872706,2017-07-02 15:32:16+00:00,pupper,13404,43469,1.0,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,14,10,less likes
57,881268444196462592,2017-07-01 21:49:04+00:00,,4494,20494,1.0,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False,12,10,less likes
58,880935762899988482,2017-06-30 23:47:07+00:00,,2333,15057,1.0,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,13,10,less likes
59,880872448815771648,2017-06-30 19:35:32+00:00,,3200,18720,1.0,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,12,10,less likes
60,880465832366813184,2017-06-29 16:39:47+00:00,,5216,25040,1.0,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,12,10,less likes
61,880221127280381952,2017-06-29 00:27:25+00:00,,3468,23681,1.0,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525802999999999,True,12,10,less likes
62,880095782870896641,2017-06-28 16:09:20+00:00,,3654,24348,1.0,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,11,10,less likes
63,879862464715927552,2017-06-28 00:42:13+00:00,,2930,19716,3.0,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,13,10,less likes
64,879492040517615616,2017-06-27 00:10:17+00:00,,2628,20718,1.0,German_short-haired_pointer,0.479896,True,vizsla,0.1243529999999999,True,bath_towel,0.0733202,False,12,10,less likes
65,879415818425184262,2017-06-26 19:07:24+00:00,,37464,92917,1.0,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,13,10,more likes
66,879376492567855104,2017-06-26 16:31:08+00:00,,2651,14868,1.0,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True,12,10,less likes
67,879050749262655488,2017-06-25 18:56:45+00:00,,3958,19817,1.0,tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False,11,10,less likes
68,879008229531029506,2017-06-25 16:07:47+00:00,,2244,16788,1.0,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True,13,10,less likes
69,878776093423087618,2017-06-25 00:45:22+00:00,,3435,17142,2.0,Italian_greyhound,0.734684,True,whippet,0.1504869999999999,True,Ibizan_hound,0.0397246,True,13,10,less likes
70,878776093423087618,2017-06-25 00:45:22+00:00,puppo,3435,17142,2.0,Italian_greyhound,0.734684,True,whippet,0.1504869999999999,True,Ibizan_hound,0.0397246,True,13,10,less likes
71,878281511006478336,2017-06-23 16:00:04+00:00,,1078,6781,1.0,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.1285069999999999,True,13,10,less likes
72,878057613040115712,2017-06-23 01:10:23+00:00,,5744,37158,1.0,French_bulldog,0.839097,True,Boston_bull,0.0787993999999999,True,toy_terrier,0.0152433999999999,True,14,10,less likes
73,877736472329191424,2017-06-22 03:54:17+00:00,,15814,69336,2.0,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True,13,10,less likes
74,877556246731214848,2017-06-21 15:58:08+00:00,,3170,19909,1.0,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,12,10,less likes
75,877316821321428993,2017-06-21 00:06:44+00:00,,4348,24166,1.0,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,13,10,less likes
76,877201837425926144,2017-06-20 16:29:50+00:00,,4629,23876,1.0,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True,12,10,less likes
77,876838120628539392,2017-06-19 16:24:33+00:00,,2805,18222,1.0,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.0889348,True,12,10,less likes
78,876838120628539392,2017-06-19 16:24:33+00:00,pupper,2805,18222,1.0,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.0889348,True,12,10,less likes
79,876484053909872640,2017-06-18 16:57:37+00:00,,2002,16576,1.0,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.0167235999999999,True,13,10,less likes
80,876120275196170240,2017-06-17 16:52:05+00:00,,3905,24698,1.0,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True,13,10,less likes
81,875747767867523072,2017-06-16 16:11:53+00:00,,3584,22123,1.0,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True,13,10,less likes
82,875144289856114688,2017-06-15 00:13:52+00:00,,4160,19426,1.0,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False,13,10,less likes
83,875021211251597312,2017-06-14 16:04:48+00:00,,3974,22560,2.0,West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_Pyrenees,0.0460381999999999,True,12,10,less likes
84,874680097055178752,2017-06-13 17:29:20+00:00,,3919,24611,1.0,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470690999999999,True,beagle,0.0360071,True,12,10,less likes
85,874296783580663808,2017-06-12 16:06:11+00:00,,3483,22979,1.0,cocker_spaniel,0.437216,True,miniature_poodle,0.2771909999999999,True,toy_poodle,0.157402,True,13,10,less likes
86,874296783580663808,2017-06-12 16:06:11+00:00,pupper,3483,22979,1.0,cocker_spaniel,0.437216,True,miniature_poodle,0.2771909999999999,True,toy_poodle,0.157402,True,13,10,less likes
87,874057562936811520,2017-06-12 00:15:36+00:00,,3378,20130,1.0,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.0404369,True,Newfoundland,0.0282283,True,12,10,less likes
88,874012996292530176,2017-06-11 21:18:31+00:00,,8597,30130,2.0,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True,13,10,less likes
89,874012996292530176,2017-06-11 21:18:31+00:00,puppo,8597,30130,2.0,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True,13,10,less likes
90,873580283840344065,2017-06-10 16:39:04+00:00,,3344,21388,1.0,Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,chow,0.0485295,True,13,10,less likes
91,873213775632977920,2017-06-09 16:22:42+00:00,,1331,6324,1.0,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True,12,10,less likes
92,873213775632977920,2017-06-09 16:22:42+00:00,pupper,1331,6324,1.0,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True,12,10,less likes
93,872967104147763200,2017-06-09 00:02:31+00:00,doggo,4564,24092,2.0,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True,12,10,less likes
94,872967104147763200,2017-06-09 00:02:31+00:00,,4564,24092,2.0,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True,12,10,less likes
95,872820683541237760,2017-06-08 14:20:41+00:00,,3168,13082,3.0,pug,0.99912,True,French_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True,13,10,less likes
96,872620804844003328,2017-06-08 01:06:27+00:00,,3068,18332,1.0,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,13,10,less likes
97,872486979161796608,2017-06-07 16:14:40+00:00,,7722,36113,1.0,Pembroke,0.931861,True,Cardigan,0.0377211999999999,True,Chihuahua,0.0119667,True,12,10,less likes
98,872122724285648897,2017-06-06 16:07:15+00:00,,6833,30248,1.0,basketball,0.808396,False,pug,0.0667363,True,dalmatian,0.0545697999999999,True,12,10,less likes
99,871879754684805121,2017-06-06 00:01:46+00:00,,9250,33126,1.0,Shetland_sheepdog,0.969171,True,collie,0.0182607,True,Pomeranian,0.00851534,True,13,10,less likes
100,871762521631449091,2017-06-05 16:15:56+00:00,,2970,17899,2.0,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,12,10,less likes
101,871762521631449091,2017-06-05 16:15:56+00:00,pupper,2970,17899,2.0,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,12,10,less likes
102,871515927908634625,2017-06-04 23:56:03+00:00,doggo,2942,17898,2.0,komondor,0.974781,True,briard,0.0200412999999999,True,swab,0.00322824,False,12,10,less likes
103,871515927908634625,2017-06-04 23:56:03+00:00,,2942,17898,2.0,komondor,0.974781,True,briard,0.0200412999999999,True,swab,0.00322824,False,12,10,less likes
104,871032628920680449,2017-06-03 15:55:36+00:00,,3227,20170,1.0,kelpie,0.398053,True,macaque,0.0689549,False,dingo,0.0506018,False,13,10,less likes
105,870804317367881728,2017-06-03 00:48:22+00:00,,5284,29817,1.0,home_theater,0.16829,False,sandbar,0.0980404,False,television,0.0797293999999999,False,11,10,less likes
106,870656317836468226,2017-06-02 15:00:16+00:00,,2210,10899,4.0,Pembroke,0.945495,True,Cardigan,0.0458755,True,beagle,0.00432943,True,13,10,less likes
107,870374049280663552,2017-06-01 20:18:38+00:00,,22761,73986,1.0,golden_retriever,0.841001,True,Great_Pyrenees,0.0992784,True,Labrador_retriever,0.0326213,True,13,10,more likes
108,870308999962521604,2017-06-01 16:00:09+00:00,,3550,19492,2.0,Greater_Swiss_Mountain_dog,0.6227520000000001,True,Appenzeller,0.158463,True,EntleBucher,0.148115,True,13,10,less likes
109,870063196459192321,2017-05-31 23:43:25+00:00,,7078,32439,1.0,comic_book,0.534409,False,envelope,0.2807219999999999,False,book_jacket,0.0437855,False,14,10,less likes
110,869772420881756160,2017-05-31 04:27:59+00:00,,8699,38041,1.0,Pembroke,0.980148,True,Cardigan,0.0192711,True,malamute,0.00013626,True,13,10,less likes
111,869702957897576449,2017-05-30 23:51:58+00:00,,5388,25078,1.0,Pembroke,0.993449,True,Cardigan,0.00632508,True,Chihuahua,0.000177598,True,13,10,less likes
112,869596645499047938,2017-05-30 16:49:31+00:00,doggo,2640,14219,1.0,Chihuahua,0.955156,True,toy_terrier,0.00805373,True,muzzle,0.00629563,False,12,10,less likes
113,869596645499047938,2017-05-30 16:49:31+00:00,,2640,14219,1.0,Chihuahua,0.955156,True,toy_terrier,0.00805373,True,muzzle,0.00629563,False,12,10,less likes
114,869227993411051520,2017-05-29 16:24:37+00:00,,3201,18150,1.0,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True,13,10,less likes
115,868880397819494401,2017-05-28 17:23:24+00:00,,12266,58018,1.0,laptop,0.153718,False,French_bulldog,0.0999839,True,printer,0.0771299,False,14,10,less likes
116,868622495443632128,2017-05-28 00:18:35+00:00,,4474,23655,1.0,Labrador_retriever,0.868107,True,Great_Pyrenees,0.060973,True,Saint_Bernard,0.0334889,True,13,10,less likes
117,868552278524837888,2017-05-27 19:39:34+00:00,,1754,8972,1.0,whippet,0.378151,True,Italian_greyhound,0.275935,True,American_Staffordshire_terrier,0.0949906,True,12,10,less likes
118,867900495410671616,2017-05-26 00:29:37+00:00,,3574,21618,1.0,Labrador_retriever,0.522644,True,kuvasz,0.332461,True,dalmatian,0.0320081,True,12,10,less likes
119,867774946302451713,2017-05-25 16:10:44+00:00,,6258,30288,2.0,Border_collie,0.661953,True,Cardigan,0.175718,True,collie,0.0871424,True,13,10,less likes
120,867421006826221569,2017-05-24 16:44:18+00:00,,2118,14356,1.0,Eskimo_dog,0.6164569999999999,True,Siberian_husky,0.38133,True,malamute,0.00167022,True,12,10,less likes
121,867421006826221569,2017-05-24 16:44:18+00:00,puppo,2118,14356,1.0,Eskimo_dog,0.6164569999999999,True,Siberian_husky,0.38133,True,malamute,0.00167022,True,12,10,less likes
122,867051520902168576,2017-05-23 16:16:06+00:00,,6792,28727,1.0,Samoyed,0.4714029999999999,True,Pekinese,0.302219,True,Pomeranian,0.156606,True,13,10,less likes
123,866686824827068416,2017-05-22 16:06:55+00:00,,2973,17145,1.0,flat-coated_retriever,0.51473,True,groenendael,0.306407,True,curly-coated_retriever,0.0613140999999999,True,12,10,less likes
124,866450705531457537,2017-05-22 00:28:40+00:00,,30222,108950,2.0,French_bulldog,0.905334,True,Boston_bull,0.0780597,True,pug,0.00177092,True,13,10,more likes
125,866450705531457537,2017-05-22 00:28:40+00:00,pupper,30222,108950,2.0,French_bulldog,0.905334,True,Boston_bull,0.0780597,True,pug,0.00177092,True,13,10,more likes
126,866334964761202691,2017-05-21 16:48:45+00:00,,12218,46652,1.0,Samoyed,0.984086,True,Pomeranian,0.00791928,True,keeshond,0.00332813,True,12,10,less likes
127,865718153858494464,2017-05-19 23:57:46+00:00,,4853,22948,1.0,golden_retriever,0.673664,True,kuvasz,0.157523,True,Labrador_retriever,0.126073,True,13,10,less likes
128,865359393868664832,2017-05-19 00:12:11+00:00,,4295,23627,2.0,Chesapeake_Bay_retriever,0.832435,True,Labrador_retriever,0.163551,True,Weimaraner,0.00277025,True,13,10,less likes
129,865006731092295680,2017-05-18 00:50:50+00:00,,6677,25056,1.0,Pembroke,0.989882,True,Cardigan,0.00990646,True,basenji,0.000134952,True,13,10,less likes
130,864873206498414592,2017-05-17 16:00:15+00:00,,7498,28881,2.0,pole,0.478616,False,lakeside,0.1141819999999999,False,wreck,0.0559265,False,14,10,less likes
131,864279568663928832,2017-05-16 00:41:21+00:00,,2585,13079,1.0,bull_mastiff,0.668613,True,French_bulldog,0.180562,True,Staffordshire_bullterrier,0.0522374,True,12,10,less likes
132,864197398364647424,2017-05-15 19:14:50+00:00,,7594,26657,4.0,golden_retriever,0.945905,True,Labrador_retriever,0.0212636,True,Tibetan_mastiff,0.0204928,True,13,10,less likes
133,863907417377173506,2017-05-15 00:02:33+00:00,,3594,18458,1.0,marmot,0.358828,False,meerkat,0.174703,False,weasel,0.123485,False,13,10,less likes
134,863553081350529029,2017-05-14 00:34:33+00:00,,3635,13691,1.0,Eskimo_dog,0.41333,True,malamute,0.347646,True,Siberian_husky,0.149536,True,13,10,less likes
135,863432100342583297,2017-05-13 16:33:49+00:00,,4561,21324,1.0,Staffordshire_bullterrier,0.690517,True,French_bulldog,0.10336,True,beagle,0.0794893999999999,True,12,10,less likes
136,863079547188785154,2017-05-12 17:12:53+00:00,,953,7911,1.0,Lakeland_terrier,0.275242,True,Airedale,0.190569,True,teddy,0.102595,False,14,10,less likes
137,863062471531167744,2017-05-12 16:05:02+00:00,,2092,7532,2.0,French_bulldog,0.935804,True,pug,0.0595761999999999,True,boxer,0.00141218,True,13,10,less likes
138,862831371563274240,2017-05-12 00:46:44+00:00,,4461,17229,2.0,Australian_terrier,0.207281,True,Irish_terrier,0.156296,True,German_shepherd,0.1235359999999999,True,13,10,less likes
139,862722525377298433,2017-05-11 17:34:13+00:00,,3091,15348,1.0,basset,0.39333,True,beagle,0.242034,True,boxer,0.0776925,True,11,10,less likes
140,862457590147678208,2017-05-11 00:01:27+00:00,,4258,18297,1.0,home_theater,0.4963479999999999,False,studio_couch,0.167256,False,barber_chair,0.052625,False,13,10,less likes
141,862096992088072192,2017-05-10 00:08:34+00:00,,20017,66361,2.0,chow,0.677589,True,Pomeranian,0.270648,True,Pekinese,0.0381099,True,13,10,less likes
142,861383897657036800,2017-05-08 00:54:59+00:00,,9275,32322,1.0,Cardigan,0.771008,True,Pembroke,0.137174,True,French_bulldog,0.0633086,True,13,10,less likes
143,861288531465048066,2017-05-07 18:36:02+00:00,,3594,15363,1.0,syringe,0.1447119999999999,False,oxygen_mask,0.1066839999999999,False,Bouvier_des_Flandres,0.0826102,True,13,10,less likes
144,861005113778896900,2017-05-06 23:49:50+00:00,,3340,15004,1.0,German_shepherd,0.507951,True,Pembroke,0.136113,True,muzzle,0.0757641999999999,False,12,10,less likes
145,860563773140209665,2017-05-05 18:36:06+00:00,,1858,6732,1.0,Cardigan,0.583936,True,Pembroke,0.0559794,True,beagle,0.0458957,True,13,10,less likes
146,860524505164394496,2017-05-05 16:00:04+00:00,,4608,21280,1.0,Bedlington_terrier,0.286558,True,toy_poodle,0.2351929999999999,True,Lakeland_terrier,0.0879506999999999,True,13,10,less likes
147,860276583193509888,2017-05-04 23:34:55+00:00,,3075,16597,1.0,lakeside,0.312299,False,dock,0.159842,False,canoe,0.0707945,False,12,10,less likes
148,860184849394610176,2017-05-04 17:30:24+00:00,,5129,15032,1.0,chimpanzee,0.267612,False,gorilla,0.104293,False,orangutan,0.0599075,False,14,10,less likes
149,859924526012018688,2017-05-04 00:15:58+00:00,,3587,17655,1.0,French_bulldog,0.254587,True,Staffordshire_bullterrier,0.1925579999999999,True,hog,0.10027,False,12,10,less likes
150,859851578198683649,2017-05-03 19:26:06+00:00,,3072,13987,4.0,Labrador_retriever,0.899086,True,golden_retriever,0.0470908,True,kuvasz,0.0232063,True,13,10,less likes
151,859607811541651456,2017-05-03 03:17:27+00:00,,1366,16848,1.0,golden_retriever,0.8955290000000001,True,Irish_setter,0.0240993,True,Labrador_retriever,0.0192854,True,13,10,less likes
152,859607811541651456,2017-05-03 03:17:27+00:00,puppo,1366,16848,1.0,golden_retriever,0.8955290000000001,True,Irish_setter,0.0240993,True,Labrador_retriever,0.0192854,True,13,10,less likes
